Date,Time,Action,Description,Location,Agency,Service Type,Product,Amount,Balance
Feb-21-2025,12:14 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-20-2025,10:51 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-20-2025,10:29 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-19-2025,11:28 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-19-2025,11:06 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-19-2025,10:53 AM,Usage,Pass Use On Exit,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-19-2025,10:25 AM,Usage,Pass Use On Entry,84 Street & 110 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-19-2025,12:05 AM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-18-2025,11:48 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-18-2025,08:11 PM,Usage,Pass Use On Exit,135 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-18-2025,07:54 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-18-2025,11:28 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-18-2025,11:09 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-17-2025,12:40 AM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-17-2025,12:21 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-16-2025,07:06 PM,Usage,Pass Use On Exit,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-16-2025,06:37 PM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-16-2025,02:05 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-16-2025,01:34 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-15-2025,11:45 AM,Usage,Pass Use On Exit,109 Street & 88 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-15-2025,11:27 AM,Usage,Pass Use On Entry,101 Street & 113 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-15-2025,11:10 AM,Usage,Pass Use On Exit,101 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-15-2025,11:07 AM,Usage,Pass Use On Entry,88 Street & 112 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-14-2025,03:19 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-14-2025,02:57 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-14-2025,08:42 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-14-2025,08:24 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-13-2025,09:09 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,08:49 PM,Usage,Pass Use On Entry,119 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,06:14 PM,Usage,Pass Use On Exit,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,06:04 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,04:03 PM,Usage,Pass Use On Exit,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,03:21 PM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,02:33 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-13-2025,02:17 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-13-2025,12:39 PM,Usage,Pass Use On Exit,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,12:14 PM,Usage,Pass Use On Entry,109 Street & Kingsway,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,12:13 PM,Usage,Pass Use On Exit,109 Street & Kingsway,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-13-2025,11:54 AM,Usage,Pass Use On Entry,80 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-12-2025,09:53 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-12-2025,09:32 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-12-2025,04:51 PM,Usage,Pass Use On Exit,110 Street & 82 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-12-2025,04:40 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-12-2025,08:58 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-12-2025,08:45 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,08:21 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,08:15 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,06:20 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,06:14 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,11:38 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-11-2025,11:25 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-10-2025,09:09 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-10-2025,08:56 PM,Usage,Pass Use On Entry,107 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-10-2025,08:47 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-10-2025,08:40 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-09-2025,11:00 AM,Usage,Pass Use On Exit,84 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-09-2025,10:37 AM,Usage,Pass Use On Entry,106 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-09-2025,10:31 AM,Usage,Pass Use On Exit,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-09-2025,10:20 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,06:53 PM,Usage,Pass Use On Exit,149 Street & 95 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,06:52 PM,Usage,Pass Use On Entry,Groat Road & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,06:52 PM,Sales,Pass Missing Tap Fare,Groat Road & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Feb-08-2025,06:45 PM,Usage,Pass Use On Entry,116 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,12:34 PM,Usage,Pass Use On Exit,109 Street & 88 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,12:09 PM,Usage,Pass Use On Entry,101 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,11:59 AM,Usage,Pass Use On Exit,Kingsway RAH Transit Centre Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-08-2025,11:48 AM,Usage,Pass Use On Entry,Stadium Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-07-2025,10:13 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-07-2025,09:52 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-07-2025,06:14 PM,Usage,Pass Use On Exit,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-07-2025,06:04 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-07-2025,08:52 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-07-2025,08:35 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-06-2025,03:44 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-06-2025,03:29 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-06-2025,12:22 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-06-2025,12:01 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,08:33 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,07:33 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,06:12 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,06:06 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,08:57 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-05-2025,08:37 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-04-2025,11:05 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-04-2025,10:47 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-04-2025,02:24 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-04-2025,02:11 PM,Usage,Pass Use On Entry,106 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-04-2025,02:03 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-04-2025,01:50 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-04-2025,12:21 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-04-2025,12:01 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-04-2025,01:29 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Feb-03-2025,11:41 PM,Usage,Pass Use On Entry,86 Street & 112 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,11:32 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,11:08 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,07:00 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,06:54 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,06:50 PM,Usage,Pass Use On Exit,116 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,06:42 PM,Usage,Pass Use On Entry,114 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-03-2025,08:39 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-03-2025,08:24 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-02-2025,09:12 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,08:52 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,04:17 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,04:02 PM,Usage,Pass Use On Entry,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,07:45 AM,Usage,Pass Use On Exit,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,07:29 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-02-2025,02:04 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Feb-02-2025,12:16 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,06:14 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,06:08 PM,Usage,Pass Use On Entry,118 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,06:01 PM,Usage,Pass Use On Exit,119 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,05:59 PM,Usage,Pass Use On Entry,124 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,05:56 PM,Usage,Pass Use On Exit,124 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,05:47 PM,Usage,Pass Use On Entry,103 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,08:45 AM,Usage,Pass Use On Exit,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-01-2025,08:34 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-31-2025,05:36 PM,Usage,Pass Use On Exit,103 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-31-2025,05:20 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-31-2025,04:31 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-31-2025,04:19 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-31-2025,04:15 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-31-2025,04:01 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-31-2025,10:40 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Jan-31-2025,08:52 AM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-31-2025,08:51 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-31-2025,08:36 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-30-2025,09:39 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-30-2025,09:18 PM,Usage,Pass Use On Entry,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-30-2025,05:49 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-30-2025,05:35 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-30-2025,05:29 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-30-2025,05:21 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-30-2025,10:01 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-30-2025,09:43 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,08:20 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,07:59 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,04:55 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,04:38 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,03:29 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,03:11 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,08:54 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-29-2025,08:40 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-28-2025,02:17 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-28-2025,01:58 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-28-2025,01:58 PM,Sales,Pass Missing Tap Fare,University Station,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Jan-28-2025,10:04 AM,Usage,Pass Use On Entry,Westmount Transit Centre Bay D,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-28-2025,09:49 AM,Usage,Pass Use On Exit,Westmount Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-28-2025,09:21 AM,Usage,Pass Use On Entry,Stadium Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-28-2025,09:21 AM,Sales,Pass Missing Tap Fare,Stadium Transit Centre Bay B,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Jan-28-2025,09:03 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-27-2025,08:50 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-27-2025,08:30 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-26-2025,07:56 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,07:37 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,06:19 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,06:10 PM,Usage,Pass Use On Entry,112 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,06:10 PM,Sales,Pass Missing Tap Fare,112 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Jan-26-2025,04:59 PM,Usage,Pass Use On Entry,115 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,04:52 PM,Usage,Pass Use On Exit,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,03:49 PM,Usage,Pass Use On Entry,103 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-26-2025,08:55 AM,Usage,Pass Use On Exit,Central Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-26-2025,08:41 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-25-2025,04:51 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-25-2025,04:42 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,09:10 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-24-2025,09:01 PM,Usage,Pass Use On Entry,103 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-24-2025,05:44 PM,Usage,Pass Use On Exit,Bay Enterprise Square Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,05:34 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,04:46 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,04:32 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,08:48 AM,Usage,Pass Use On Exit,Health Sciences Jubilee Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-24-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-23-2025,10:51 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-23-2025,10:27 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,09:04 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,08:40 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,05:13 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,04:55 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,03:26 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,03:08 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-22-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,08:20 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,07:59 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,04:23 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,04:07 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,02:11 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,01:56 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,10:38 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-21-2025,10:23 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Jan-20-2025,09:08 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Jan-20-2025,08:51 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
