No.;Time;Comment;Scramble;Date;P.1
171;3:10.595;;Bw2 D Fw' Dw2 R Uw Rw2 Fw F' Bw Uw' Fw Dw Rw Bw2 B Uw R2 Lw' Rw2 L2 3Rw Uw F2 3Uw Uw Lw' D2 R' 3Uw R' 3Fw2 R2 D' F Uw' U F R Uw2 B2 3Fw' D2 Lw' U' B 3Uw2 U F' Lw2 Dw U2 Uw2 3Fw Lw2 3Rw2 R F Rw2 R2 Bw2 3Uw2 R Uw R Rw' Dw R' Uw' Dw' U Bw' R' D Fw2 3Rw2 F Dw2 B' 3Fw2;2024-08-13 08:57:00;3:10.595
172;2:52.939;;Lw' R B' Bw' U' 3Rw Bw Lw' 3Uw Rw' Dw B2 Bw2 Rw' R2 Bw R L B' Rw' R2 B 3Uw R D 3Uw2 B' Dw Uw' 3Rw Dw' B2 Rw' D U' Dw' F Lw2 3Rw Fw' D 3Fw' Lw' L Dw2 3Fw2 Fw Rw2 L' Fw' 3Rw2 F2 U2 3Uw D' Bw' 3Fw Fw2 U' Fw2 3Uw 3Rw2 3Fw2 Bw D2 Dw Uw' 3Fw2 Uw Rw Dw' Uw Fw Dw Fw' Uw Lw2 R B U';2024-08-13 09:01:02;2:52.939
173;2:51.889;;R2 L' Lw2 U2 D2 L' D' U' 3Rw L D' 3Fw' U F L 3Rw2 Lw' Bw' Lw' 3Fw2 L' 3Rw2 Dw2 R2 Lw 3Fw' Bw R B' Lw2 3Uw Uw' D2 L' Rw' B U' 3Fw' Uw 3Uw' L Rw F2 3Uw U Fw' Uw' R' Lw Rw' Bw L 3Uw 3Fw2 3Rw' R2 Dw2 B2 Uw' R2 3Fw2 L 3Rw' D' B2 Uw' F' B' 3Rw Fw' D' F2 Fw R2 U' B2 Dw' Uw2 U2 D2;2024-08-13 09:04:43;2:51.889
174;2:46.910;;Fw' B2 D Lw' B Lw 3Rw 3Uw2 Fw2 D2 3Uw Uw2 Lw2 U' Uw B2 Uw' F2 Lw2 3Fw2 3Uw Rw U' Rw' 3Uw F Rw' D Rw2 Fw' 3Rw' U' L Fw2 R2 3Rw2 U2 F2 B R F' 3Rw F B2 3Rw' R' Bw' Fw Lw2 3Rw Fw2 U Fw' L Uw L 3Rw D' L 3Uw' Rw2 Lw U2 Bw' Lw' Fw2 Bw2 D R F2 U' 3Rw' R' Bw L2 Rw' 3Uw2 Lw 3Uw2 Bw;2024-08-13 09:09:04;2:46.910
175;2:34.203;;3Fw Bw 3Uw F' 3Rw2 3Fw' L2 U' Fw2 Lw Uw' F' 3Rw' Fw' 3Uw' Uw2 Fw' Bw B' R' D2 3Fw U 3Uw2 Uw' 3Fw' Uw2 3Uw 3Rw' Fw' R' L Rw' 3Rw Fw2 R' F2 3Uw R B F Bw' Fw2 3Uw' F Bw2 Dw U Bw2 B Uw2 3Fw2 R2 D' F2 D B 3Fw' Bw L U2 L 3Uw2 3Rw' 3Fw' L2 Fw2 B 3Uw Bw2 3Fw 3Uw2 Dw' Fw' U' D 3Fw' F2 B' D';2024-08-13 09:12:50;2:34.203
176;2:46.842;;B' R' U2 L2 3Uw' Lw2 Uw' Bw 3Uw2 Lw' F2 U2 F' Fw' Bw2 3Rw' R2 Rw' 3Fw U2 3Uw L 3Uw F' Dw F2 Uw R' Lw2 3Rw2 Uw Bw' Dw2 R2 Rw2 B2 Fw' Rw2 F2 L' B 3Uw U2 3Rw' 3Fw2 Dw B2 R' 3Fw' Rw' Bw' F2 3Fw' U' Dw2 L' Rw' Dw' D' Uw2 Lw2 Bw2 L2 D2 Fw' R2 3Fw' Lw Fw F2 Bw2 R' U2 Uw2 3Uw' 3Rw2 F2 U2 B' U;2024-08-13 09:16:49;2:46.842
177;3:52.162;;F U' Dw2 3Fw' Lw 3Uw L2 3Rw Fw' Uw 3Uw' Fw2 B' U D' 3Uw Lw' B' Rw' 3Uw' D' F U' Rw2 R' B2 R2 Dw' Fw2 3Fw 3Uw' D Uw Fw F2 Bw 3Uw2 Fw' Uw' Bw Fw' R' U L Fw2 Bw' 3Rw' Bw2 R2 U' 3Fw' 3Uw L2 Rw2 B Uw' Bw2 Lw' L2 R' U Uw2 R2 Rw U2 Uw2 B D Lw2 U' 3Uw B' Dw Lw2 Uw D' 3Fw' L' Fw' 3Fw2;2024-08-13 09:20:38;3:52.162
178;2:48.337;;D' B Fw2 Lw' 3Uw2 Dw' 3Fw2 R' Rw' Fw' L' U R' U 3Uw2 Dw2 D L B' L R Dw' D Rw2 Uw U Bw' L U2 F 3Uw2 Uw' D Bw' 3Rw' Dw D F' Uw Fw 3Fw' L' 3Uw U' 3Rw' B' L2 R2 F 3Uw' Rw2 Lw' B U' L2 B2 3Rw' B2 Uw' U F' R Rw2 U' L2 D2 Dw Fw U2 Rw2 Bw Lw' 3Uw2 L' R2 Lw' Rw' Fw' L2 Uw;2024-08-13 09:30:17;2:48.337
179;2:44.291;;R' Bw2 F' L' F2 Lw Rw2 3Fw' Dw' F' Bw2 Uw2 D R Bw' F' Dw F Bw2 U B2 F 3Uw R' F Rw R 3Rw2 Uw2 Fw' 3Rw2 F' D L Dw' 3Uw2 Fw2 B2 D' 3Rw' B' 3Rw' L' Dw2 L' 3Uw' Fw Lw' Uw2 F2 U2 3Uw R2 Fw Lw' R U B U2 Rw' Bw U2 L' U' F2 3Rw Rw2 Dw L Rw' Fw Bw' 3Fw2 Rw2 U Bw' 3Uw2 Uw' 3Rw2 Lw2;2024-08-13 09:36:31;2:44.291
180;2:39.014;;B R2 Fw' Bw2 L Lw2 3Rw2 Bw2 B D2 U' Uw2 Fw' Bw' 3Fw R' B Uw2 B Fw 3Rw' R Bw2 R' 3Uw' Uw R' 3Uw Dw2 Rw' 3Fw R' B 3Fw2 Bw2 Fw U F' L F Dw' L F R U' Fw2 F 3Fw2 3Rw2 3Uw2 Bw' 3Uw 3Rw' Rw' Dw' L' 3Uw' B 3Uw' R' 3Fw Bw2 Dw' Bw2 Lw' Uw2 3Uw Fw2 L Rw R2 F' U2 Dw2 Fw2 Dw2 Fw2 Bw F2 B';2024-08-15 08:28:22;2:39.014
181;2:43.756;;U2 L2 Rw' 3Rw' Lw2 Fw' 3Uw L' Lw R' D2 3Uw 3Fw' Rw R 3Fw Rw2 B' Fw' Bw' Rw' Bw' D' Dw 3Fw2 Rw2 3Fw Lw2 3Fw2 D F Bw Uw2 U' Dw 3Rw2 F' L' D' Dw' R2 3Fw' Lw' 3Fw2 L' F2 D' F R' Dw' 3Fw B2 Dw' 3Uw2 F' Fw2 R Dw' Lw2 Dw R' Lw Rw U2 3Rw2 B' 3Uw' B2 F Uw2 U 3Uw' F Bw' L2 Rw2 R Uw' 3Uw Fw2;2024-08-15 08:32:30;2:43.756
182;2:37.033;;Rw2 Uw Dw2 F Dw2 3Fw2 D' 3Uw2 Lw2 Dw' U Fw' L' F Lw2 3Uw' 3Fw' 3Uw2 B' D' Dw2 B2 3Uw' Fw' Lw' F' D2 3Uw' 3Rw Fw2 R' Bw2 Uw 3Uw Bw' Uw2 L2 Fw L2 B2 D2 3Rw Dw2 3Rw2 Rw 3Fw' L' Fw' F U L2 Lw' Rw2 F' U2 Rw F2 Dw2 L Uw' 3Rw' Bw' 3Rw2 U2 R2 U L2 Lw2 3Rw' Uw 3Rw L' Dw L' Bw Uw' R2 3Uw 3Rw' U';2024-08-15 08:36:33;2:37.033
183;2:38.950;;D' F2 L2 3Uw2 F2 U' F Rw' Dw Bw B' D' Rw B2 3Fw' R' Bw2 Rw Fw' L Bw 3Uw2 F2 Bw' Fw' 3Rw2 U' Lw B2 L Dw' 3Fw' Fw2 3Rw R Dw' Rw' Bw 3Uw' Dw' Lw 3Fw Bw Rw' 3Fw R2 U2 Lw2 Uw' Lw D' L' Fw' Uw U2 L2 F2 Lw2 D' B Rw Lw 3Rw' 3Fw2 L' U' Lw 3Fw2 F' 3Rw2 U2 Lw 3Uw2 R Dw2 Lw' 3Uw2 U' F2 Dw';2024-08-15 08:46:17;2:38.950
184;2:45.483;;D' Uw2 R Bw' D2 3Rw' F2 Lw2 Dw2 3Fw2 3Uw Uw' 3Fw' Dw' Lw Dw' Bw Rw 3Fw2 Bw2 U F U Fw2 D' Rw2 F2 B2 Lw R Fw Bw2 L2 Bw' R' Rw2 B' Rw' Uw' U2 Dw2 3Uw' Bw 3Rw2 B R2 Fw U2 B' Rw Lw Uw2 B2 F2 3Fw' 3Uw' Fw2 Bw Dw' L2 B' D Lw B Rw' 3Fw' Dw Uw' B' Fw2 3Rw U' R2 3Rw' Dw Lw' Bw' Uw' 3Rw' F2;2024-08-15 08:50:04;2:45.483
185;2:42.939;;Fw2 R' Fw2 B Rw2 Uw2 B2 3Rw' D Dw' L2 Bw2 U' 3Rw F2 U' Bw2 U' Bw2 3Rw' D' 3Fw2 L2 F' L2 Lw' 3Uw Bw' Lw L' Bw2 F2 Dw L' Uw' L' Dw L D R' 3Rw2 D2 B2 3Rw2 B' Uw F2 3Fw' R2 Uw2 F Lw2 R F 3Uw' B Uw' 3Rw R' Dw2 Bw' 3Rw Fw2 B' D' Lw2 F' 3Rw2 L F2 Dw U Bw' L B2 3Uw2 L2 3Uw2 3Fw' Fw;2024-08-15 09:02:20;2:42.939
186;2:38.008;;D2 Fw L Dw' 3Fw B' Fw Bw Uw2 Fw F2 Rw L U R L2 D 3Rw F2 Lw2 L Dw' L' 3Uw2 L' 3Fw2 F Uw' 3Uw2 U' Rw' 3Uw' 3Rw R U2 D' Rw Bw' U' 3Rw2 U' B' D Bw Dw' Bw' 3Rw' F' R' U2 R2 Fw' R Rw2 B2 D2 3Fw B 3Rw2 Rw Dw Bw Uw' D2 3Uw2 F' L' 3Fw' Bw2 Dw2 F2 L2 B Bw Lw D' Lw2 B Uw L2;2024-08-15 09:06:30;2:38.008
187;2:47.225;;Fw R2 Fw 3Fw' Uw 3Uw L2 3Rw' Dw' F' Dw Uw' R2 Rw2 Lw2 Uw Lw2 Uw L2 Fw' B2 Uw R2 L' 3Uw' D Dw2 Bw' Dw2 L2 R2 U2 3Rw Rw2 Lw F Dw2 Bw' F' U' Uw 3Uw' R F2 Fw2 Uw Lw B Fw U 3Fw2 Dw' B' Lw' 3Rw Bw 3Uw2 Lw2 R2 D Fw' U' Dw' B' Fw' 3Uw2 U' R' U2 Bw B2 Rw' 3Rw2 U2 F2 L2 Fw2 R' B' Uw';2024-08-15 09:10:08;2:47.225
188;2:50.273;;L2 Bw' Lw2 B' Dw U R Rw 3Fw' Fw2 3Rw2 Uw2 Bw2 F' 3Uw L Lw F R' Fw2 Uw' 3Uw2 B Lw2 Fw Bw' 3Uw' Rw2 Lw2 Dw F B' 3Rw 3Uw2 R' F' 3Fw2 B Lw' Fw 3Fw Rw' R2 Uw' R' 3Fw' Uw2 Lw Uw2 3Fw2 B' D2 3Uw L' Bw F 3Uw2 Dw' Bw' 3Rw F2 U 3Rw B2 Lw' Dw' U2 Uw' R 3Rw Rw2 Bw' L2 B 3Uw2 3Fw' L' Lw' Rw 3Rw';2024-08-15 09:13:51;2:50.273
189;2:26.585;;U2 L' 3Fw' Fw2 3Rw2 Rw F 3Rw D Rw U2 Fw' B' 3Uw 3Rw L' Rw' 3Fw2 Fw2 3Rw2 Fw' R' L' U2 Fw R2 Fw' L' F Bw 3Uw 3Rw2 3Fw F2 B Dw2 3Rw' L 3Fw Fw' D2 F2 B' 3Uw' Fw' L' 3Uw' B' 3Uw' Uw' U2 3Fw' Uw 3Fw2 3Rw Rw' Bw2 Fw' 3Uw2 3Rw2 B' F2 Lw' F Dw' B Fw Uw' Fw' F' L' Rw' Lw Bw' D' Dw2 3Fw' 3Uw2 B2 D';2024-08-15 14:47:11;2:26.585
190;2:35.068;;R Fw2 L2 F 3Fw U2 Lw' R Dw2 B Dw2 F Bw' R2 3Rw' L2 Fw' Uw2 3Uw2 U2 F U2 Fw2 3Fw' D Rw 3Rw' B' U' L2 U R 3Uw2 3Fw Uw F2 L 3Fw2 Fw 3Rw U2 3Uw 3Rw2 F' Uw 3Rw' R2 Uw2 U' R' Uw' Dw L2 Fw 3Uw2 U2 Rw' D' Lw' Rw' R2 Fw Lw2 3Fw2 D Uw' Fw D R2 L Bw Fw2 B2 3Uw2 R Uw' F2 U' Rw2 U;2024-08-15 14:50:38;2:35.068
191;2:39.237;;U Bw2 F2 3Rw' Dw Rw2 F2 Rw2 D2 3Uw' 3Fw B2 Lw2 U' R2 Lw2 3Uw Uw Fw' B' Uw2 B' 3Uw Bw U Rw2 Bw Fw2 3Fw R 3Uw' Lw' Rw2 3Uw U Rw 3Uw' 3Rw' R2 3Uw' Lw' L 3Uw' B2 Dw Fw' B' Bw' F' Dw2 Uw2 U 3Fw' D' R Rw2 3Uw Rw 3Uw Dw' 3Rw' Fw' Bw' 3Fw2 Lw Rw Uw L' R2 Rw2 Bw' U2 3Fw2 U Lw F' 3Uw D' Rw' Dw;2024-08-15 14:54:05;2:39.237
192;3:01.220;;D' 3Fw2 F' L' 3Rw' U2 R' L' 3Uw' 3Rw' U' Uw2 Dw2 Lw' R D' Bw2 Dw2 F' D2 L2 B Fw2 3Rw2 Bw Rw2 D Lw Rw B' Bw' R' 3Rw Bw' B' Uw2 R Fw' L B D2 Fw R 3Fw Uw 3Fw B' 3Rw L2 Rw D' Uw' F Fw' R Uw' 3Rw2 Dw' Bw 3Uw2 F L' Dw' Rw L 3Fw' F2 3Rw' Rw D2 U Lw Uw2 Bw' 3Rw F' 3Fw2 Fw2 3Uw2 Uw2;2024-08-15 20:08:16;3:01.220
193;2:31.202;;Uw2 D Bw2 Uw2 U Dw' Rw2 F2 3Rw2 Dw F L B F2 U2 3Rw2 3Uw U 3Rw B' R2 3Rw' U' Dw2 Lw Fw L D U2 3Fw Rw' Fw2 Lw' 3Uw Dw' Uw' F Bw U' Rw' Bw' Dw' 3Rw' Uw B2 D' F' B2 Rw' L' R Uw Fw2 B U L D 3Rw2 B' R 3Rw2 3Fw L2 Dw' R F' Lw' B2 U R2 L' Uw' F2 3Rw' Fw L2 Dw D' L2 Dw';2024-08-15 20:12:24;2:31.202
194;2:24.155;;R2 Rw' Fw' U2 L D' B' Uw' 3Fw' U' D' 3Fw D2 B' 3Fw Dw Uw2 3Uw' B2 3Fw' F Bw R' 3Uw2 Bw2 3Fw2 U' Lw2 3Uw F 3Rw R' Uw' 3Uw2 Bw2 3Fw2 L2 F 3Fw' Dw Rw2 3Uw' F' Fw U Bw2 Uw2 3Uw 3Rw2 Lw L2 3Fw' Fw' Rw F2 Bw2 Rw2 Lw2 D2 Bw' Fw 3Rw' U' D' Lw 3Uw Lw' B Dw' 3Uw' D2 Fw2 3Fw2 U R2 Bw 3Uw2 L 3Fw U';2024-08-15 20:16:01;2:24.155
195;2:52.083;;Dw' 3Uw Lw 3Rw 3Uw Bw D L' Lw 3Fw Lw' Rw' 3Fw2 3Rw U Bw' L2 3Fw2 R Rw2 Lw 3Rw B Dw' Rw2 B2 U' 3Fw' R Bw' F2 Lw' U' F Dw2 Fw' Uw2 Bw U2 Lw F D U 3Fw Rw' Lw Dw' U2 B2 3Rw' L' 3Fw2 D2 3Uw' Fw 3Fw F' Rw2 Fw Uw' R' Lw2 L' B' Bw' L2 3Fw2 R' Dw' F Fw 3Rw2 Fw Rw2 B' 3Uw' B Dw Lw Uw';2024-08-15 20:19:44;2:52.083
196;3:15.578;;Uw D' 3Uw' B2 Dw2 L 3Uw2 Uw' D2 B' Bw2 3Fw2 U' D' B2 3Rw B Rw U2 Dw2 Rw2 Uw Rw Lw2 L2 3Fw' L Uw 3Rw' Rw' F' B Uw2 Rw Fw' Rw L 3Uw' Fw' Lw' L2 U2 F 3Fw2 Rw Dw2 3Uw2 Fw' 3Rw Dw2 Bw' R' 3Rw L 3Fw' D2 Bw Fw L 3Uw D Rw Lw L R' 3Rw2 B' Lw2 3Uw' F2 3Rw' Uw2 L R2 3Fw' 3Uw2 D F' U' Lw2;2024-08-15 20:28:18;3:15.578
197;2:53.554;;Rw' Dw' R' Uw Lw2 Uw Lw2 3Uw R L 3Fw Fw' R2 Dw Bw' 3Uw R2 Bw2 D R 3Rw L' F' 3Uw B2 L2 Rw' F' Dw2 Bw L U' R Fw' 3Fw Bw' Lw 3Fw F Rw2 F2 Fw' 3Rw R' F2 U Rw 3Uw' U2 Rw' Lw' 3Rw2 B Bw' 3Uw2 F L2 B' U Uw2 3Rw Rw Dw B2 Uw U Bw R' B2 Rw R2 3Uw' Uw' 3Fw F' D2 Bw' L 3Rw' U2;2024-08-15 20:37:20;2:53.554
198;3:11.785;;Uw' B' Dw2 Fw B2 U2 3Rw' Bw' Uw' B' D' B2 F2 Lw 3Uw Rw2 Uw 3Rw Uw R D2 Rw2 B2 Dw2 Lw D' Bw' Dw2 U Rw Bw' F R' Dw Bw' 3Rw2 Rw Fw2 Uw' F' D Lw2 F' Dw Lw2 B' 3Fw2 Bw' Fw' Uw' R2 U D 3Fw Uw' R' D Fw' 3Rw' Bw2 U' 3Uw 3Rw' Lw2 Uw2 Bw2 F2 Fw2 3Fw' L Uw2 Bw' Lw B2 R U2 L R' U2 3Fw;2024-08-15 20:41:17;3:11.785
199;2:43.578;;3Uw2 3Fw2 R' Fw F' Uw Lw' D Fw2 B2 Dw' Fw' B2 Bw2 3Rw Fw2 Rw Lw' 3Rw2 F' 3Fw 3Uw Bw B2 3Fw Lw2 Fw2 L Lw' Uw2 D2 R' Fw' L2 3Uw2 Rw2 Fw U2 3Fw Lw 3Fw F2 Fw U L2 Uw' Bw' Rw2 Lw' 3Uw Rw' Bw2 R2 L' F Fw 3Uw Uw2 3Rw R' B L 3Rw' Rw' D2 U B2 R' D R' Dw2 Bw' L' B2 3Fw 3Uw2 Lw2 L Uw 3Fw2;2024-08-15 20:45:33;2:43.578
200;2:51.137;;3Rw' Lw D2 3Rw2 R' L Bw2 3Fw2 3Rw Uw Rw2 Bw2 R L2 D Fw' F U2 Fw' U' L2 Rw' Dw' 3Uw2 F Uw' Dw2 B L' 3Fw2 B' R 3Rw' Fw2 R2 3Rw2 B Bw Uw2 R' Uw Rw R 3Uw' Uw F2 Dw F' U2 F' D2 R D' Bw Rw2 Uw' Lw2 Bw 3Uw' 3Fw' Rw' 3Uw R2 3Rw2 Lw' 3Fw2 Bw2 F' Lw' R B Dw2 3Uw' D F 3Fw 3Uw2 3Rw2 Bw2 B;2024-08-15 20:49:22;2:51.137
201;3:14.465;;3Uw U2 Fw' D2 Lw' Bw' 3Fw U2 F2 Fw2 Bw Lw' F Lw U' Uw2 3Fw Uw2 F Fw2 Bw B' Uw B 3Fw2 F Bw Dw' D2 Rw' Fw' Uw' 3Uw2 Dw' Fw U Bw' U2 Lw Rw Dw2 R2 Bw' D' 3Uw B' F' Lw' Bw R Bw' B2 Dw' 3Uw B2 Fw 3Rw B Bw' L' 3Rw' Bw2 3Rw' Dw U2 3Uw' Lw2 U Dw' L 3Uw R2 Uw 3Fw Lw' R 3Fw2 B2 L2 3Uw;2024-08-15 20:53:20;3:14.465
202;3:04.327;;Lw' Uw Lw U F R' Bw2 R2 U2 B' 3Fw' U 3Uw Fw' U B Lw2 U2 3Rw B L2 Dw F' Lw' Rw2 D2 Lw2 3Uw B2 Dw R L D B' D' F B' Lw2 F' Dw Lw2 Fw' Dw' 3Rw' Dw2 Rw2 3Uw2 R' Lw2 Uw Dw2 Rw2 3Rw2 Fw B' D2 Rw2 F Dw Bw 3Rw2 U 3Uw F R2 3Fw B2 L 3Rw2 3Fw2 Bw2 Dw2 3Rw' D2 3Fw' Fw 3Uw 3Rw' Rw F';2024-08-15 20:58:21;3:04.327
203;2:51.514;;3Rw' Dw 3Fw F' D' Uw2 B2 Rw' Lw Fw U Dw2 Fw' Lw 3Rw2 3Uw' 3Rw' Fw R L' Fw 3Rw' F2 L Uw' Bw 3Uw2 Rw' 3Rw' 3Fw' F2 3Rw 3Uw2 Bw' R U' 3Rw U' Fw2 Lw 3Rw U' R2 Fw' Dw R Lw' B' U' Bw' 3Rw' D2 Bw' D2 Uw2 Rw' 3Rw L D Bw' 3Fw2 Rw' Uw F L' Dw' 3Fw' Lw2 R Bw2 R 3Uw' Lw R2 L 3Uw Fw2 3Fw' 3Uw2 Rw;2024-08-15 21:02:22;2:51.514
204;2:31.226;;B Bw2 3Fw2 3Rw B D' Lw' Uw' 3Uw' Dw2 B2 L' Uw U2 L' Uw' Rw 3Fw' R2 Dw2 Rw' Uw2 D2 B' U Fw2 F' U2 Rw' 3Fw2 U 3Uw2 Lw D2 Dw' U' 3Fw2 D' 3Uw' L2 D2 Rw Dw' R' B2 Dw' Lw2 Bw' Dw' Rw 3Fw' 3Uw Bw Lw U2 R2 3Fw' 3Rw2 Rw2 R' U' Bw Dw' Fw Lw Dw' Uw2 B2 Uw' R2 L2 Fw' D2 Lw2 Rw2 F' D2 3Uw2 Dw' Fw';2024-08-15 21:06:29;2:31.226
205;2:40.354;;D R' 3Rw2 3Uw 3Rw' Uw Rw2 3Rw Uw F2 Fw' Lw 3Rw F Dw D' U' 3Rw L2 Fw' 3Rw Uw' Rw2 L' F2 Lw Bw' 3Uw L' Fw L' Lw' Bw' B' 3Uw U Dw2 Rw2 Fw2 Lw Rw' R 3Rw' B2 R' 3Rw' Bw' B Dw' Rw' 3Fw Lw' 3Rw Uw' L' F Fw2 U' 3Fw2 D2 Dw 3Uw B' 3Uw U2 Bw2 R' L2 3Rw2 U D2 Uw' B' D2 L2 3Rw D' Dw' B Lw';2024-08-15 21:09:48;2:40.354
206;2:47.082;;D' Uw2 L' R2 Bw2 Dw2 3Uw' 3Fw2 F U' Rw Fw 3Uw Fw Rw2 Bw2 3Fw B Rw' 3Fw 3Rw U' 3Fw' Dw Bw2 Uw' R F' Dw R' Rw2 Uw2 F' Rw2 Uw2 B' Uw2 U' 3Fw U 3Rw U2 3Fw' Uw2 Fw2 Bw L2 U 3Uw D' 3Rw2 Rw' D R' B2 Lw F' Bw2 3Rw' Rw' R Dw L2 Dw' Uw L2 B Uw Rw' 3Uw2 U2 D Lw2 L R' 3Uw 3Fw' Uw' Dw 3Uw';2024-08-15 21:13:25;2:47.082
207;2:48.097;;Bw2 3Fw' Dw R2 Fw2 Uw2 3Rw' B 3Rw' 3Uw' D2 R2 B 3Rw2 B Lw2 Rw 3Fw D2 B Dw Bw 3Rw B2 Uw2 3Fw' Dw' F L Fw B2 Rw' B2 R' Fw' 3Uw' Lw2 F2 Lw 3Uw Bw2 3Fw L2 Fw2 B Uw 3Fw' Lw' L Rw2 3Uw 3Rw' 3Fw U2 3Fw' D2 Fw' Lw' Bw' Lw F Uw' 3Rw' Bw2 L2 D' 3Rw2 Dw' Bw L' Uw2 Bw' L2 Bw Rw2 D Bw2 B2 3Uw' F';2024-08-15 21:17:11;2:48.097
208;2:51.928;;Bw' 3Rw2 B 3Uw B' R' L' Lw' Dw2 Rw' R2 Uw R' Bw' 3Rw2 Bw' F B2 Dw2 Rw' Fw Lw Uw' B Rw2 Dw2 3Fw' D 3Uw2 Uw Fw' Dw2 Bw R' Rw 3Rw 3Uw2 U2 Lw2 F L' Uw2 Bw2 Dw' Uw2 Fw2 Bw2 B 3Uw2 U2 Lw2 R2 B Dw 3Rw2 Bw' R Dw' D R2 Dw' Fw' Lw' L U' R2 Dw2 Rw2 Lw' 3Fw B2 Uw2 Rw Lw 3Fw2 R Fw2 3Uw2 3Fw L;2024-08-15 21:21:14;2:51.928
209;2:48.994;;D2 3Rw' Lw2 Rw Bw2 Fw 3Fw 3Rw Rw F' U2 3Rw R' L' Bw Dw2 Rw 3Rw' F' U' Rw2 Dw2 Rw 3Rw L' D2 Fw D' 3Rw2 Rw2 Bw' 3Rw' B Fw2 3Rw2 Rw' Dw' U2 R2 Rw2 B2 U' D' Fw' Uw2 U' B Bw' Lw' 3Fw D R' Rw2 3Rw' 3Uw2 D' R' 3Rw2 Uw B 3Uw Dw2 R' Bw R Uw2 F Bw2 D Dw2 U L' F Fw' Rw' U2 Uw2 Rw' 3Fw' 3Uw;2024-08-15 21:25:26;2:48.994
210;2:46.113;;Fw2 Lw' Rw2 Bw 3Fw2 B Fw Dw Uw Fw 3Fw2 B2 D2 Fw2 D' Fw2 Lw Bw2 Uw2 L' F Dw2 U' D' B2 Uw U2 L' R2 3Fw' 3Rw Fw2 3Uw' Fw Rw2 Lw 3Rw 3Uw2 U2 Lw R D B' Lw' L' Bw2 Lw' F Rw2 Fw F2 Dw' Fw F 3Fw' 3Uw U2 F U' F2 B' D' Lw B2 D2 Uw F2 Dw2 3Uw2 Bw 3Fw' 3Uw L' Lw' R2 Uw Lw Rw' B L;2024-08-15 21:29:32;2:46.113
211;2:34.104;;L' Dw2 3Uw' Uw 3Fw' Uw2 F2 Fw' Lw' B' R2 Bw U2 3Uw2 L2 U' Lw R2 D B2 L B' 3Uw R' Bw L2 Dw2 Rw B' L B2 L Uw2 D2 3Fw' B Lw' 3Uw Lw' 3Fw Uw' U D2 3Rw' 3Fw2 U2 Bw2 B2 U2 D 3Uw Rw2 3Rw2 F' Fw L2 U' R' 3Fw' D' U' Uw2 3Fw' Rw 3Fw 3Rw Uw2 D' L' 3Rw' Dw2 Lw Rw' Dw' B' U B D Uw 3Fw2;2024-08-15 21:34:18;2:34.104
212;3:12.674;;Fw2 B2 F' Dw L' Fw2 F 3Uw2 R2 Bw' Lw2 Bw Lw L2 Fw' L 3Rw B2 Rw 3Rw2 Lw U Bw' U2 B' 3Fw F R' D R' Uw F2 Rw2 3Fw2 Uw' Lw Uw U Rw' F D' F' B2 3Rw' Lw L' 3Fw' Dw2 Lw B2 R2 L' Uw 3Fw' R F' U2 R' 3Uw' Bw2 Uw2 3Rw2 D Fw B R' Fw2 B 3Uw2 Rw2 L' 3Fw2 F L2 B' D U' Uw2 3Fw R';2024-08-15 21:37:50;3:12.674
213;2:54.922;;B' Bw' Dw' Rw B' D 3Rw B L' 3Fw D2 3Rw Uw' L' Dw 3Rw Bw U B2 Rw' D2 3Rw' Lw2 D B D2 R' L' Fw' 3Fw2 D' Bw' F2 R' 3Rw' 3Fw Uw' Dw2 R L' F 3Uw' Lw Fw2 B2 F' Bw R D Lw' R Uw' Dw R' Uw2 Lw2 B2 Dw' 3Uw2 R' F' U2 F' 3Uw F2 Dw2 Rw' U' 3Rw Uw' Bw L' B Lw2 D2 Bw2 Lw' R U2 L2;2024-08-15 21:43:17;2:54.922
214;2:40.322;;U' 3Rw2 3Uw' Bw2 Rw2 3Rw2 U2 D' F' Dw' L R' Lw2 F2 3Uw2 F' Bw2 3Fw Dw R2 L2 U' Bw' U Rw2 F' 3Uw' Fw2 R2 3Rw B' 3Fw Uw Lw' L 3Fw' R' Uw' Fw2 Bw' Rw L' 3Rw2 3Uw 3Rw2 F' U' 3Fw2 D L' 3Fw Fw' Lw2 Rw L U2 Lw Uw Dw2 Fw Rw Dw' 3Fw' F' 3Rw2 Fw Rw Bw2 Uw' 3Rw Uw2 3Uw' 3Rw' Fw2 L2 Dw' R Rw' 3Fw2 U;2024-08-15 23:56:34;2:40.322
215;2:46.925;;Bw2 Rw2 3Uw' Dw' 3Fw' B2 Dw F2 3Rw2 Uw Lw L B' Rw' Dw2 U 3Rw2 3Uw L Fw2 B' 3Uw' 3Rw2 Lw2 D2 3Uw' Lw' Dw Lw2 F Lw2 3Rw2 Uw2 D2 Dw2 Rw B2 D R Rw2 Lw2 3Uw Bw D2 U Lw2 Rw' Dw2 Bw' Uw2 B2 3Uw' R' D Dw Rw2 F Fw Uw2 3Fw' Bw2 3Uw F' Lw U2 Dw2 Fw2 B' F Uw Dw Bw' Lw' R Bw' B' 3Rw' D2 B2 F2;2024-08-16 00:01:16;2:46.925
